threshold,accuracy,precision,recall,f1,f_beta,cm,classification_report
0.2799999999999999,0.660270078180526,0.4326424870466321,0.893048128342246,0.5828970331588132,0.736331569664903,"[[595, 438], [40, 334]]","              precision    recall  f1-score   support

           0       0.94      0.58      0.71      1033
           1       0.43      0.89      0.58       374

    accuracy                           0.66      1407
   macro avg       0.68      0.73      0.65      1407
weighted avg       0.80      0.66      0.68      1407
"
0.2899999999999999,0.6638237384506042,0.43443708609271525,0.8770053475935828,0.5810451727192205,0.7285650821856953,"[[606, 427], [46, 328]]","              precision    recall  f1-score   support

           0       0.93      0.59      0.72      1033
           1       0.43      0.88      0.58       374

    accuracy                           0.66      1407
   macro avg       0.68      0.73      0.65      1407
weighted avg       0.80      0.66      0.68      1407
"
0.29999999999999993,0.665955934612651,0.435656836461126,0.8689839572192514,0.5803571428571429,0.724799286351472,"[[612, 421], [49, 325]]","              precision    recall  f1-score   support

           0       0.93      0.59      0.72      1033
           1       0.44      0.87      0.58       374

    accuracy                           0.67      1407
   macro avg       0.68      0.73      0.65      1407
weighted avg       0.80      0.67      0.68      1407
"
0.30999999999999994,0.673773987206823,0.4421768707482993,0.8689839572192514,0.5861136158701533,0.7283729269385926,"[[623, 410], [49, 325]]","              precision    recall  f1-score   support

           0       0.93      0.60      0.73      1033
           1       0.44      0.87      0.59       374

    accuracy                           0.67      1407
   macro avg       0.68      0.74      0.66      1407
weighted avg       0.80      0.67      0.69      1407
"
0.3199999999999999,0.6794598436389481,0.44660194174757284,0.8609625668449198,0.5881278538812785,0.7262065854758682,"[[634, 399], [52, 322]]","              precision    recall  f1-score   support

           0       0.92      0.61      0.74      1033
           1       0.45      0.86      0.59       374

    accuracy                           0.68      1407
   macro avg       0.69      0.74      0.66      1407
weighted avg       0.80      0.68      0.70      1407
"
0.32999999999999985,0.6858564321250888,0.4518413597733711,0.8529411764705882,0.5907407407407408,0.7243415077202543,"[[646, 387], [55, 319]]","              precision    recall  f1-score   support

           0       0.92      0.63      0.75      1033
           1       0.45      0.85      0.59       374

    accuracy                           0.69      1407
   macro avg       0.69      0.74      0.67      1407
weighted avg       0.80      0.69      0.70      1407
"
0.33999999999999986,0.6879886282871357,0.45350500715307585,0.8475935828877005,0.5908667287977633,0.7220956719817767,"[[651, 382], [57, 317]]","              precision    recall  f1-score   support

           0       0.92      0.63      0.75      1033
           1       0.45      0.85      0.59       374

    accuracy                           0.69      1407
   macro avg       0.69      0.74      0.67      1407
weighted avg       0.80      0.69      0.71      1407
"
0.34999999999999987,0.6936744847192609,0.45875542691751087,0.8475935828877005,0.5953051643192488,0.7247370827617741,"[[659, 374], [57, 317]]","              precision    recall  f1-score   support

           0       0.92      0.64      0.75      1033
           1       0.46      0.85      0.60       374

    accuracy                           0.69      1407
   macro avg       0.69      0.74      0.67      1407
weighted avg       0.80      0.69      0.71      1407
"
0.3599999999999999,0.6979388770433547,0.46255506607929514,0.8422459893048129,0.5971563981042654,0.7234726688102894,"[[667, 366], [59, 315]]","              precision    recall  f1-score   support

           0       0.92      0.65      0.76      1033
           1       0.46      0.84      0.60       374

    accuracy                           0.70      1407
   macro avg       0.69      0.74      0.68      1407
weighted avg       0.80      0.70      0.72      1407
"
0.3699999999999999,0.7022032693674485,0.46646795827123694,0.8368983957219251,0.5990430622009569,0.7221965851407476,"[[675, 358], [61, 313]]","              precision    recall  f1-score   support

           0       0.92      0.65      0.76      1033
           1       0.47      0.84      0.60       374

    accuracy                           0.70      1407
   macro avg       0.69      0.75      0.68      1407
weighted avg       0.80      0.70      0.72      1407
"
0.3799999999999999,0.7064676616915423,0.47049924357034795,0.8315508021390374,0.6009661835748792,0.7209086694483078,"[[683, 350], [63, 311]]","              precision    recall  f1-score   support

           0       0.92      0.66      0.77      1033
           1       0.47      0.83      0.60       374

    accuracy                           0.71      1407
   macro avg       0.69      0.75      0.68      1407
weighted avg       0.80      0.71      0.72      1407
"
0.3899999999999999,0.7121535181236673,0.4761171032357473,0.8262032085561497,0.6041055718475073,0.7202797202797203,"[[693, 340], [65, 309]]","              precision    recall  f1-score   support

           0       0.91      0.67      0.77      1033
           1       0.48      0.83      0.60       374

    accuracy                           0.71      1407
   macro avg       0.70      0.75      0.69      1407
weighted avg       0.80      0.71      0.73      1407
"
0.3999999999999998,0.7157071783937455,0.4797507788161994,0.8235294117647058,0.6062992125984252,0.7202993451824135,"[[699, 334], [66, 308]]","              precision    recall  f1-score   support

           0       0.91      0.68      0.78      1033
           1       0.48      0.82      0.61       374

    accuracy                           0.72      1407
   macro avg       0.70      0.75      0.69      1407
weighted avg       0.80      0.72      0.73      1407
"
0.4099999999999998,0.7199715707178393,0.48417721518987344,0.8181818181818182,0.6083499005964215,0.7189849624060151,"[[707, 326], [68, 306]]","              precision    recall  f1-score   support

           0       0.91      0.68      0.78      1033
           1       0.48      0.82      0.61       374

    accuracy                           0.72      1407
   macro avg       0.70      0.75      0.70      1407
weighted avg       0.80      0.72      0.74      1407
"
0.4199999999999998,0.7235252309879175,0.48792270531400966,0.8101604278074866,0.6090452261306533,0.7156353330184223,"[[715, 318], [71, 303]]","              precision    recall  f1-score   support

           0       0.91      0.69      0.79      1033
           1       0.49      0.81      0.61       374

    accuracy                           0.72      1407
   macro avg       0.70      0.75      0.70      1407
weighted avg       0.80      0.72      0.74      1407
"
0.4299999999999998,0.7263681592039801,0.4909983633387889,0.8021390374331551,0.6091370558375635,0.7119126720455624,"[[722, 311], [74, 300]]","              precision    recall  f1-score   support

           0       0.91      0.70      0.79      1033
           1       0.49      0.80      0.61       374

    accuracy                           0.73      1407
   macro avg       0.70      0.75      0.70      1407
weighted avg       0.80      0.73      0.74      1407
"
0.43999999999999984,0.7306325515280739,0.49586776859504134,0.8021390374331551,0.6128702757916241,0.7139457401237506,"[[728, 305], [74, 300]]","              precision    recall  f1-score   support

           0       0.91      0.70      0.79      1033
           1       0.50      0.80      0.61       374

    accuracy                           0.73      1407
   macro avg       0.70      0.75      0.70      1407
weighted avg       0.80      0.73      0.75      1407
"
0.44999999999999984,0.7348969438521677,0.5008431703204047,0.7941176470588235,0.6142709410548087,0.7108664432742939,"[[737, 296], [77, 297]]","              precision    recall  f1-score   support

           0       0.91      0.71      0.80      1033
           1       0.50      0.79      0.61       374

    accuracy                           0.73      1407
   macro avg       0.70      0.75      0.71      1407
weighted avg       0.80      0.73      0.75      1407
"
0.45999999999999985,0.7348969438521677,0.5008547008547009,0.7834224598930482,0.6110531803962461,0.7039884670831331,"[[741, 292], [81, 293]]","              precision    recall  f1-score   support

           0       0.90      0.72      0.80      1033
           1       0.50      0.78      0.61       374

    accuracy                           0.73      1407
   macro avg       0.70      0.75      0.70      1407
weighted avg       0.79      0.73      0.75      1407
"
0.46999999999999986,0.738450604122246,0.5051724137931034,0.7834224598930482,0.6142557651991615,0.7056840077071291,"[[746, 287], [81, 293]]","              precision    recall  f1-score   support

           0       0.90      0.72      0.80      1033
           1       0.51      0.78      0.61       374

    accuracy                           0.74      1407
   macro avg       0.70      0.75      0.71      1407
weighted avg       0.80      0.74      0.75      1407
"
0.47999999999999976,0.744136460554371,0.5122377622377622,0.7834224598930482,0.6194503171247357,0.7084139264990329,"[[754, 279], [81, 293]]","              precision    recall  f1-score   support

           0       0.90      0.73      0.81      1033
           1       0.51      0.78      0.62       374

    accuracy                           0.74      1407
   macro avg       0.71      0.76      0.71      1407
weighted avg       0.80      0.74      0.76      1407
"
0.48999999999999977,0.7476901208244492,0.5168738898756661,0.7780748663101604,0.6211312700106724,0.7066537153958232,"[[761, 272], [83, 291]]","              precision    recall  f1-score   support

           0       0.90      0.74      0.81      1033
           1       0.52      0.78      0.62       374

    accuracy                           0.75      1407
   macro avg       0.71      0.76      0.72      1407
weighted avg       0.80      0.75      0.76      1407
"
0.4999999999999998,0.749822316986496,0.5200729927007299,0.7620320855614974,0.6182212581344902,0.6971624266144814,"[[770, 263], [89, 285]]","              precision    recall  f1-score   support

           0       0.90      0.75      0.81      1033
           1       0.52      0.76      0.62       374

    accuracy                           0.75      1407
   macro avg       0.71      0.75      0.72      1407
weighted avg       0.80      0.75      0.76      1407
"
0.5099999999999998,0.7484008528784648,0.5185873605947955,0.7459893048128342,0.6118421052631579,0.6858407079646017,"[[774, 259], [95, 279]]","              precision    recall  f1-score   support

           0       0.89      0.75      0.81      1033
           1       0.52      0.75      0.61       374

    accuracy                           0.75      1407
   macro avg       0.70      0.75      0.71      1407
weighted avg       0.79      0.75      0.76      1407
"
0.5199999999999998,0.7505330490405118,0.5216572504708098,0.7406417112299465,0.6121546961325967,0.6832757770103601,"[[779, 254], [97, 277]]","              precision    recall  f1-score   support

           0       0.89      0.75      0.82      1033
           1       0.52      0.74      0.61       374

    accuracy                           0.75      1407
   macro avg       0.71      0.75      0.71      1407
weighted avg       0.79      0.75      0.76      1407
"
0.5299999999999998,0.751954513148543,0.523719165085389,0.7379679144385026,0.6126526082130965,0.6821552150271873,"[[782, 251], [98, 276]]","              precision    recall  f1-score   support

           0       0.89      0.76      0.82      1033
           1       0.52      0.74      0.61       374

    accuracy                           0.75      1407
   macro avg       0.71      0.75      0.72      1407
weighted avg       0.79      0.75      0.76      1407
"
0.5399999999999998,0.7526652452025586,0.525,0.7299465240641712,0.610738255033557,0.6770833333333334,"[[786, 247], [101, 273]]","              precision    recall  f1-score   support

           0       0.89      0.76      0.82      1033
           1       0.53      0.73      0.61       374

    accuracy                           0.75      1407
   macro avg       0.71      0.75      0.71      1407
weighted avg       0.79      0.75      0.76      1407
"
0.5499999999999998,0.7533759772565742,0.5265225933202358,0.7165775401069518,0.6070215175537939,0.6683291770573566,"[[792, 241], [106, 268]]","              precision    recall  f1-score   support

           0       0.88      0.77      0.82      1033
           1       0.53      0.72      0.61       374

    accuracy                           0.75      1407
   macro avg       0.70      0.74      0.71      1407
weighted avg       0.79      0.75      0.76      1407
"
0.5599999999999997,0.759772565742715,0.536,0.7165775401069518,0.6132723112128147,0.6713426853707415,"[[801, 232], [106, 268]]","              precision    recall  f1-score   support

           0       0.88      0.78      0.83      1033
           1       0.54      0.72      0.61       374

    accuracy                           0.76      1407
   macro avg       0.71      0.75      0.72      1407
weighted avg       0.79      0.76      0.77      1407
"
0.5699999999999997,0.7654584221748401,0.5452674897119342,0.7085561497326203,0.6162790697674418,0.6685166498486378,"[[812, 221], [109, 265]]","              precision    recall  f1-score   support

           0       0.88      0.79      0.83      1033
           1       0.55      0.71      0.62       374

    accuracy                           0.77      1407
   macro avg       0.71      0.75      0.72      1407
weighted avg       0.79      0.77      0.77      1407
"
0.5799999999999997,0.7683013503909026,0.5508474576271186,0.6951871657754011,0.6146572104018913,0.6605691056910569,"[[821, 212], [114, 260]]","              precision    recall  f1-score   support

           0       0.88      0.79      0.83      1033
           1       0.55      0.70      0.61       374

    accuracy                           0.77      1407
   macro avg       0.71      0.74      0.72      1407
weighted avg       0.79      0.77      0.78      1407
"
0.5899999999999997,0.7718550106609808,0.5574837310195228,0.6871657754010695,0.615568862275449,0.656617271333674,"[[829, 204], [117, 257]]","              precision    recall  f1-score   support

           0       0.88      0.80      0.84      1033
           1       0.56      0.69      0.62       374

    accuracy                           0.77      1407
   macro avg       0.72      0.74      0.73      1407
weighted avg       0.79      0.77      0.78      1407
"
0.5999999999999998,0.7746979388770433,0.5634743875278396,0.6764705882352942,0.6148238153098421,0.6503856041131105,"[[837, 196], [121, 253]]","              precision    recall  f1-score   support

           0       0.87      0.81      0.84      1033
           1       0.56      0.68      0.61       374

    accuracy                           0.77      1407
   macro avg       0.72      0.74      0.73      1407
weighted avg       0.79      0.77      0.78      1407
"
0.6099999999999998,0.7789623312011372,0.5724137931034483,0.6657754010695187,0.61557478368356,0.6447436561367167,"[[847, 186], [125, 249]]","              precision    recall  f1-score   support

           0       0.87      0.82      0.84      1033
           1       0.57      0.67      0.62       374

    accuracy                           0.78      1407
   macro avg       0.72      0.74      0.73      1407
weighted avg       0.79      0.78      0.78      1407
"
0.6199999999999998,0.7825159914712153,0.5794392523364486,0.6631016042780749,0.6184538653366584,0.6444906444906445,"[[853, 180], [126, 248]]","              precision    recall  f1-score   support

           0       0.87      0.83      0.85      1033
           1       0.58      0.66      0.62       374

    accuracy                           0.78      1407
   macro avg       0.73      0.74      0.73      1407
weighted avg       0.79      0.78      0.79      1407
"
0.6299999999999997,0.7796730632551528,0.5765550239234449,0.6443850267379679,0.6085858585858586,0.6295715778474399,"[[856, 177], [133, 241]]","              precision    recall  f1-score   support

           0       0.87      0.83      0.85      1033
           1       0.58      0.64      0.61       374

    accuracy                           0.78      1407
   macro avg       0.72      0.74      0.73      1407
weighted avg       0.79      0.78      0.78      1407
"
0.6399999999999997,0.7839374555792467,0.5862068965517241,0.6363636363636364,0.6102564102564103,0.6256572029442692,"[[865, 168], [136, 238]]","              precision    recall  f1-score   support

           0       0.86      0.84      0.85      1033
           1       0.59      0.64      0.61       374

    accuracy                           0.78      1407
   macro avg       0.73      0.74      0.73      1407
weighted avg       0.79      0.78      0.79      1407
"
0.6499999999999997,0.7853589196872779,0.5918367346938775,0.6203208556149733,0.6057441253263708,0.614406779661017,"[[873, 160], [142, 232]]","              precision    recall  f1-score   support

           0       0.86      0.85      0.85      1033
           1       0.59      0.62      0.61       374

    accuracy                           0.79      1407
   macro avg       0.73      0.73      0.73      1407
weighted avg       0.79      0.79      0.79      1407
"
0.6599999999999997,0.7860696517412935,0.5948051948051948,0.6122994652406417,0.6034255599472991,0.6087187666135034,"[[877, 156], [145, 229]]","              precision    recall  f1-score   support

           0       0.86      0.85      0.85      1033
           1       0.59      0.61      0.60       374

    accuracy                           0.79      1407
   macro avg       0.73      0.73      0.73      1407
weighted avg       0.79      0.79      0.79      1407
"
0.6699999999999997,0.7889125799573561,0.6032171581769437,0.6016042780748663,0.6024096385542169,0.6019261637239165,"[[885, 148], [149, 225]]","              precision    recall  f1-score   support

           0       0.86      0.86      0.86      1033
           1       0.60      0.60      0.60       374

    accuracy                           0.79      1407
   macro avg       0.73      0.73      0.73      1407
weighted avg       0.79      0.79      0.79      1407
"
0.6799999999999997,0.7889125799573561,0.6060606060606061,0.5882352941176471,0.5970149253731343,0.591715976331361,"[[890, 143], [154, 220]]","              precision    recall  f1-score   support

           0       0.85      0.86      0.86      1033
           1       0.61      0.59      0.60       374

    accuracy                           0.79      1407
   macro avg       0.73      0.72      0.73      1407
weighted avg       0.79      0.79      0.79      1407
"
0.6899999999999997,0.7924662402274343,0.6184971098265896,0.5721925133689839,0.5944444444444444,0.5808903365906624,"[[901, 132], [160, 214]]","              precision    recall  f1-score   support

           0       0.85      0.87      0.86      1033
           1       0.62      0.57      0.59       374

    accuracy                           0.79      1407
   macro avg       0.73      0.72      0.73      1407
weighted avg       0.79      0.79      0.79      1407
"
0.6999999999999996,0.7960199004975125,0.6298507462686567,0.5641711229946524,0.5952045133991537,0.576187875477881,"[[909, 124], [163, 211]]","              precision    recall  f1-score   support

           0       0.85      0.88      0.86      1033
           1       0.63      0.56      0.60       374

    accuracy                           0.80      1407
   macro avg       0.74      0.72      0.73      1407
weighted avg       0.79      0.80      0.79      1407
"
0.7099999999999996,0.7967306325515281,0.6349693251533742,0.553475935828877,0.5914285714285714,0.5680570801317234,"[[914, 119], [167, 207]]","              precision    recall  f1-score   support

           0       0.85      0.88      0.86      1033
           1       0.63      0.55      0.59       374

    accuracy                           0.80      1407
   macro avg       0.74      0.72      0.73      1407
weighted avg       0.79      0.80      0.79      1407
"
0.7199999999999996,0.7945984363894811,0.6357827476038339,0.5320855614973262,0.5793304221251819,0.5500276395798784,"[[919, 114], [175, 199]]","              precision    recall  f1-score   support

           0       0.84      0.89      0.86      1033
           1       0.64      0.53      0.58       374

    accuracy                           0.79      1407
   macro avg       0.74      0.71      0.72      1407
weighted avg       0.79      0.79      0.79      1407
"
0.7299999999999996,0.7960199004975125,0.6454849498327759,0.516042780748663,0.5735512630014858,0.5376044568245125,"[[927, 106], [181, 193]]","              precision    recall  f1-score   support

           0       0.84      0.90      0.87      1033
           1       0.65      0.52      0.57       374

    accuracy                           0.80      1407
   macro avg       0.74      0.71      0.72      1407
weighted avg       0.79      0.80      0.79      1407
"
0.7399999999999997,0.7974413646055437,0.6539792387543253,0.5053475935828877,0.5701357466063348,0.5294117647058824,"[[933, 100], [185, 189]]","              precision    recall  f1-score   support

           0       0.83      0.90      0.87      1033
           1       0.65      0.51      0.57       374

    accuracy                           0.80      1407
   macro avg       0.74      0.70      0.72      1407
weighted avg       0.79      0.80      0.79      1407
"
0.7499999999999997,0.7981520966595593,0.6607142857142857,0.4946524064171123,0.5657492354740061,0.5208333333333334,"[[938, 95], [189, 185]]","              precision    recall  f1-score   support

           0       0.83      0.91      0.87      1033
           1       0.66      0.49      0.57       374

    accuracy                           0.80      1407
   macro avg       0.75      0.70      0.72      1407
weighted avg       0.79      0.80      0.79      1407
"
0.7599999999999997,0.7931769722814499,0.654275092936803,0.47058823529411764,0.5474339035769828,0.4985835694050991,"[[940, 93], [198, 176]]","              precision    recall  f1-score   support

           0       0.83      0.91      0.87      1033
           1       0.65      0.47      0.55       374

    accuracy                           0.79      1407
   macro avg       0.74      0.69      0.71      1407
weighted avg       0.78      0.79      0.78      1407
"
0.7699999999999997,0.7896233120113717,0.65234375,0.446524064171123,0.5301587301587302,0.4765981735159817,"[[944, 89], [207, 167]]","              precision    recall  f1-score   support

           0       0.82      0.91      0.86      1033
           1       0.65      0.45      0.53       374

    accuracy                           0.79      1407
   macro avg       0.74      0.68      0.70      1407
weighted avg       0.78      0.79      0.78      1407
"
0.7799999999999997,0.7924662402274343,0.6694214876033058,0.43315508021390375,0.525974025974026,0.4660529344073648,"[[953, 80], [212, 162]]","              precision    recall  f1-score   support

           0       0.82      0.92      0.87      1033
           1       0.67      0.43      0.53       374

    accuracy                           0.79      1407
   macro avg       0.74      0.68      0.70      1407
weighted avg       0.78      0.79      0.78      1407
"
0.7899999999999996,0.7924662402274343,0.6798245614035088,0.4144385026737968,0.5149501661129569,0.4495359628770302,"[[960, 73], [219, 155]]","              precision    recall  f1-score   support

           0       0.81      0.93      0.87      1033
           1       0.68      0.41      0.51       374

    accuracy                           0.79      1407
   macro avg       0.75      0.67      0.69      1407
weighted avg       0.78      0.79      0.77      1407
"
0.7999999999999996,0.7931769722814499,0.6948356807511737,0.39572192513368987,0.504258943781942,0.43300175541252195,"[[968, 65], [226, 148]]","              precision    recall  f1-score   support

           0       0.81      0.94      0.87      1033
           1       0.69      0.40      0.50       374

    accuracy                           0.79      1407
   macro avg       0.75      0.67      0.69      1407
weighted avg       0.78      0.79      0.77      1407
"
0.8099999999999996,0.7896233120113717,0.6989795918367347,0.3663101604278075,0.4807017543859649,0.40484633569739953,"[[974, 59], [237, 137]]","              precision    recall  f1-score   support

           0       0.80      0.94      0.87      1033
           1       0.70      0.37      0.48       374

    accuracy                           0.79      1407
   macro avg       0.75      0.65      0.67      1407
weighted avg       0.78      0.79      0.77      1407
"
0.8199999999999996,0.783226723525231,0.6906077348066298,0.3342245989304813,0.45045045045045046,0.3726893261776983,"[[977, 56], [249, 125]]","              precision    recall  f1-score   support

           0       0.80      0.95      0.86      1033
           1       0.69      0.33      0.45       374

    accuracy                           0.78      1407
   macro avg       0.74      0.64      0.66      1407
weighted avg       0.77      0.78      0.75      1407
"
0.8299999999999996,0.7775408670931059,0.6804733727810651,0.3074866310160428,0.42357274401473294,0.34534534534534533,"[[979, 54], [259, 115]]","              precision    recall  f1-score   support

           0       0.79      0.95      0.86      1033
           1       0.68      0.31      0.42       374

    accuracy                           0.78      1407
   macro avg       0.74      0.63      0.64      1407
weighted avg       0.76      0.78      0.75      1407
"
0.8399999999999996,0.7789623312011372,0.7086092715231788,0.28609625668449196,0.4076190476190476,0.32483302975106254,"[[989, 44], [267, 107]]","              precision    recall  f1-score   support

           0       0.79      0.96      0.86      1033
           1       0.71      0.29      0.41       374

    accuracy                           0.78      1407
   macro avg       0.75      0.62      0.64      1407
weighted avg       0.77      0.78      0.74      1407
"
0.8499999999999996,0.7782515991471215,0.7279411764705882,0.2647058823529412,0.38823529411764707,0.30330882352941174,"[[996, 37], [275, 99]]","              precision    recall  f1-score   support

           0       0.78      0.96      0.86      1033
           1       0.73      0.26      0.39       374

    accuracy                           0.78      1407
   macro avg       0.76      0.61      0.63      1407
weighted avg       0.77      0.78      0.74      1407
"
0.8599999999999995,0.7761194029850746,0.736,0.24598930481283424,0.3687374749498998,0.283775447254781,"[[1000, 33], [282, 92]]","              precision    recall  f1-score   support

           0       0.78      0.97      0.86      1033
           1       0.74      0.25      0.37       374

    accuracy                           0.78      1407
   macro avg       0.76      0.61      0.62      1407
weighted avg       0.77      0.78      0.73      1407
"
0.8699999999999996,0.7718550106609808,0.7387387387387387,0.2192513368983957,0.33814432989690724,0.2551337896701929,"[[1004, 29], [292, 82]]","              precision    recall  f1-score   support

           0       0.77      0.97      0.86      1033
           1       0.74      0.22      0.34       374

    accuracy                           0.77      1407
   macro avg       0.76      0.60      0.60      1407
weighted avg       0.77      0.77      0.72      1407
"
0.8799999999999996,0.7697228144989339,0.7450980392156863,0.20320855614973263,0.31932773109243695,0.23779724655819776,"[[1007, 26], [298, 76]]","              precision    recall  f1-score   support

           0       0.77      0.97      0.86      1033
           1       0.75      0.20      0.32       374

    accuracy                           0.77      1407
   macro avg       0.76      0.59      0.59      1407
weighted avg       0.76      0.77      0.72      1407
"
